group,Home Improvement Contractor,Debt Collection Agency,Hospitality and Food Services,Process Serving Agency,Pool or Billiard Room,Service Providers,Scale Dealer Repairer,General Vendor Distributor,Specialty Services,Scrap Metal Processor,Auction House Premises,Parking Lot,Sidewalk Cafe,Bingo Game Operator,Horse Drawn Cab Owner,Booting Company,Cabaret,root,Tow Truck Company,Amusement Device Temporary,Employment Agency,Secondhand Dealer - General,Special Sale,Storage Warehouse,Cigarette Retail Dealer,Newsstand,Amusement Arcade,Property and Real Estate,Electronics Store,Games of Chance,Secondhand Dealer - Auto,Transportation and Storage,Tow Truck Exemption,Amusement Device Permanent,Secondhand Dealer - Firearms,Pedicab Business,Laundry Jobber,Entertainment and Leisure,Amusement Device Portable,Dealer In Products,Gaming Cafe,Stoop Line Stand,Laundry,Commercial Lessor,Sightseeing Bus,Catering Establishment,Electronic & Appliance Service,Garage and Parking Lot,Garage,Retail and Sales
24577,8,3,2,0,0,13,0,0,2,1,0,2,2,0,0,1,0,56,1,0,0,12,0,1,10,0,0,1,3,0,1,5,0,0,0,0,0,0,0,3,0,4,1,0,0,0,2,0,1,33
42884,10,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,39,1,0,0,5,0,0,6,0,0,2,5,0,0,4,0,1,0,0,1,2,1,1,0,3,1,0,0,0,0,0,2,20
25859,8,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,7,0,0,9,0,0,6,2,0,1,1,0,0,0,0,3,0,0,1,0,1,3,0,0,0,1,0,1,21
27750,5,2,3,0,0,9,0,0,1,1,0,2,3,0,0,0,1,54,1,0,0,8,1,1,12,0,0,4,1,1,3,9,1,0,0,2,1,2,0,0,0,1,3,0,0,0,2,0,2,26
24967,12,2,3,0,0,16,0,0,0,0,0,2,2,1,0,0,0,63,1,0,1,12,0,0,9,0,0,2,8,0,0,6,0,0,0,0,1,1,0,1,0,5,1,0,0,1,1,0,3,35
40599,5,2,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,39,1,0,0,4,0,0,8,0,0,3,6,0,1,2,0,0,0,0,0,1,0,1,1,2,3,0,1,0,2,0,0,22
24606,14,0,1,0,0,14,0,0,0,0,0,1,1,0,0,0,1,51,0,0,0,5,0,0,11,0,0,6,4,0,0,2,0,0,0,0,4,4,3,1,0,3,2,0,0,0,0,0,1,24
16086,11,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,53,0,0,1,8,0,0,11,1,0,4,4,0,1,3,1,0,0,0,0,1,0,1,1,4,4,0,0,0,2,0,2,30
27676,7,1,1,0,1,9,0,0,1,1,0,3,1,0,0,0,0,46,0,0,0,6,0,0,10,0,0,5,3,0,0,4,0,1,0,0,1,3,1,2,0,2,4,0,0,0,1,0,1,23
24324,10,3,2,0,0,15,0,0,0,0,0,0,2,0,0,0,0,42,0,0,1,7,0,0,6,1,0,4,0,0,2,1,0,1,0,0,2,1,0,1,0,2,2,0,0,0,1,0,1,19
28045,8,2,1,0,0,13,0,1,0,0,0,1,1,0,0,0,1,57,1,0,0,5,0,0,11,0,0,13,3,0,0,4,0,1,0,1,4,2,0,0,0,4,9,0,0,0,3,0,1,24
22805,7,1,2,1,0,12,0,0,0,0,0,1,1,2,0,0,0,52,0,0,1,6,0,0,14,0,0,4,3,0,0,3,0,0,0,0,1,3,1,1,0,4,3,0,0,1,2,0,2,28
19213,8,2,2,0,0,11,0,0,1,1,0,0,2,0,0,0,0,36,0,0,1,9,0,0,4,0,0,2,1,0,0,0,0,0,0,0,1,1,1,2,0,3,1,0,0,0,0,0,0,19
24448,14,2,2,0,0,17,0,0,0,0,0,0,2,0,0,0,0,39,0,0,0,4,0,1,6,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,2,12
42849,7,2,1,0,0,9,0,0,0,0,0,1,1,0,0,0,0,34,0,0,0,3,0,0,8,0,0,3,2,0,2,2,0,0,0,0,1,1,1,1,0,2,2,0,0,0,0,0,1,18
38575,11,1,1,0,0,14,0,0,0,0,1,1,1,0,0,0,0,54,0,0,0,9,0,0,9,0,0,5,6,0,2,3,0,0,0,0,2,1,1,0,0,3,3,0,0,0,2,0,2,30
39426,9,0,2,0,0,13,0,0,0,0,0,0,2,0,0,0,0,47,0,0,0,10,0,0,10,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,4,0,0,29
38425,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,7,0,0,11,0,0,6,1,0,0,2,0,0,0,0,3,0,0,1,0,4,3,0,0,0,3,0,1,24
22547,6,3,1,0,0,11,1,0,0,0,0,0,1,0,0,0,0,44,0,0,0,7,0,0,9,3,0,2,5,0,0,2,0,0,0,0,1,0,0,0,0,4,1,0,0,0,1,0,2,28
24968,11,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,8,0,0,9,0,0,7,7,0,0,4,0,0,0,1,4,0,0,4,0,0,3,0,0,0,1,1,1,28
30185,8,2,2,0,0,10,0,0,0,0,0,0,2,0,0,0,1,40,0,0,0,4,0,0,10,0,0,5,1,0,1,4,0,0,0,0,2,1,0,1,0,1,3,0,0,0,0,0,4,18
32887,7,1,0,1,0,10,0,0,0,0,0,0,0,1,1,0,0,46,1,0,0,8,0,1,10,1,0,6,1,0,0,8,0,0,0,1,3,1,0,0,0,1,3,0,0,0,1,1,3,21
39324,12,0,1,1,0,17,0,0,0,0,0,1,1,0,0,0,0,52,0,0,0,6,0,0,13,0,0,6,2,0,0,2,0,0,0,1,4,1,1,3,0,1,2,0,0,0,4,0,0,25
22913,10,0,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,37,1,0,0,5,0,0,13,0,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,19
1743,5,0,2,0,1,6,0,0,0,0,0,0,2,0,0,0,0,26,0,0,0,3,0,0,3,0,0,4,3,0,1,1,0,0,0,0,2,1,0,0,0,2,2,0,0,0,1,0,1,12
511,11,3,1,1,0,15,0,0,0,0,0,0,1,0,0,0,0,50,1,0,0,5,0,0,9,0,0,9,3,0,0,3,0,0,0,0,5,1,1,1,0,3,4,0,0,0,0,0,2,21
28740,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,6,0,0,7,1,0,3,1,0,0,3,0,0,0,1,2,0,0,1,0,1,1,0,0,0,1,0,1,17
25731,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,55,3,0,0,11,0,0,9,0,0,5,6,0,0,5,0,1,0,0,2,3,1,0,0,2,3,0,0,0,2,0,2,28
35714,8,3,1,0,0,12,0,0,0,0,0,1,1,0,0,0,0,44,0,0,0,6,0,0,9,0,0,5,3,1,0,5,0,0,0,1,3,1,0,0,0,2,2,0,0,0,1,0,3,20
36736,9,0,2,0,0,12,0,0,0,0,0,1,2,0,0,0,0,58,0,0,0,10,0,0,13,1,0,8,4,0,0,3,0,0,0,0,2,2,2,0,0,3,6,0,1,0,3,0,1,31
36488,13,3,1,0,0,19,0,0,0,0,0,0,1,0,0,0,0,59,3,0,0,11,0,0,10,0,0,3,4,0,2,6,0,0,0,0,3,0,0,1,0,2,0,0,0,0,3,0,3,30
26388,5,1,0,1,0,10,0,0,1,1,0,1,0,0,0,0,0,55,1,0,0,6,0,0,17,0,0,7,3,0,1,4,0,0,0,0,5,2,2,1,0,3,2,0,0,0,3,0,2,31
12780,6,2,3,0,1,11,0,0,0,0,0,0,3,0,0,0,0,53,1,0,0,7,0,0,16,0,0,5,4,0,2,2,0,0,0,0,3,1,0,0,0,2,2,0,0,0,3,0,1,31
18147,14,2,0,1,0,21,0,0,0,0,0,2,0,0,0,0,1,58,0,0,0,5,0,0,17,0,0,1,4,0,2,5,0,0,0,0,0,1,0,0,0,2,1,0,0,0,4,0,3,30
13423,15,1,5,0,0,19,0,0,0,0,0,0,5,0,0,0,0,56,0,0,0,2,0,0,13,0,0,4,3,0,2,5,0,0,0,2,2,1,0,1,1,1,2,0,0,0,3,1,2,22
14947,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,9,0,0,4,2,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,12
36441,15,0,2,0,0,17,0,0,0,0,0,0,2,0,0,0,0,52,0,0,1,6,0,0,7,1,0,8,6,0,0,3,1,0,0,0,3,0,0,2,0,0,5,0,0,0,1,0,2,22
24099,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,44,0,0,0,5,0,0,10,0,0,5,4,0,1,2,0,0,0,1,3,3,2,2,0,4,2,0,0,0,3,0,1,26
13471,13,2,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,52,0,0,1,2,0,0,14,0,0,6,1,0,0,4,0,1,0,1,0,3,1,1,0,3,6,0,0,0,2,0,3,21
36528,10,3,1,0,0,18,0,0,1,0,0,0,1,0,0,1,0,61,1,0,1,5,0,0,18,0,0,6,1,0,0,7,0,0,0,0,2,1,1,0,0,3,4,0,0,0,4,0,6,27
21632,13,2,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,55,1,0,1,4,0,0,15,1,0,5,3,0,1,7,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,3,27
16166,11,2,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,6,0,0,2,0,0,5,2,0,0,2,0,0,0,1,3,0,0,4,0,1,2,0,0,0,1,1,0,15
16693,2,2,1,0,0,4,0,0,0,0,0,1,1,1,0,0,0,28,2,0,0,2,0,0,4,1,0,4,3,0,2,5,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,2,12
17640,7,0,1,0,0,10,0,0,0,0,1,1,1,1,0,0,0,47,0,0,1,4,0,0,10,0,1,8,1,0,1,5,0,0,0,2,3,4,2,0,0,2,5,0,0,0,2,0,2,19
26163,3,0,2,0,0,5,0,0,0,0,0,1,2,0,0,0,1,41,0,0,0,4,0,0,12,0,0,5,2,0,1,2,0,0,0,0,3,3,1,1,1,4,2,0,0,0,2,0,1,24
18830,11,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,47,2,0,1,3,0,0,14,0,0,2,1,0,3,5,0,0,0,0,0,0,0,2,0,1,2,0,0,0,3,0,3,24
28881,18,1,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,53,0,0,0,3,0,0,11,1,0,5,3,0,1,2,0,0,0,0,2,3,2,0,0,2,3,0,0,0,3,0,2,21
25864,13,0,1,0,0,16,0,1,0,0,0,3,1,0,0,0,0,75,1,0,0,12,0,0,14,0,0,6,8,1,0,8,0,0,0,0,2,3,2,1,0,5,4,0,0,0,3,0,4,41
40576,9,0,2,0,0,10,0,0,0,0,0,1,2,0,0,0,0,44,0,0,0,7,0,0,10,0,0,5,3,0,1,4,0,0,0,0,2,0,0,0,0,2,3,0,0,0,1,0,3,23
18624,5,0,2,0,0,9,0,0,0,0,0,1,2,0,0,0,0,31,0,0,1,4,0,0,6,0,0,4,0,0,0,3,0,0,0,0,1,2,2,1,0,0,3,0,0,0,3,0,2,11
38317,8,2,1,0,0,10,0,0,0,0,0,1,1,0,0,0,0,37,0,0,0,3,0,0,12,0,0,4,4,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,20
37713,9,0,2,0,0,10,0,0,0,0,0,0,2,0,0,0,0,42,0,0,0,5,0,0,13,0,0,5,1,0,1,3,0,0,0,1,1,1,1,0,0,1,4,0,0,0,1,1,1,21
21778,13,1,1,0,0,18,0,0,0,0,0,1,1,1,0,0,0,45,1,0,0,5,0,0,6,2,0,3,2,0,0,3,0,0,0,0,1,1,0,0,0,4,2,0,0,0,4,0,1,19
24835,12,0,3,0,0,17,0,0,0,0,0,0,3,0,0,0,0,53,0,0,0,8,0,0,10,0,0,3,4,0,1,2,0,0,0,1,1,2,1,0,1,3,2,0,0,0,5,0,1,26
3374,8,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,23,2,0,0,2,0,0,5,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,10
8263,7,2,1,0,0,11,0,0,0,0,0,1,1,0,0,0,0,33,0,0,0,3,0,0,5,0,0,3,6,0,2,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,16
24871,6,1,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,32,0,0,1,3,0,0,6,1,0,4,4,0,1,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,1,0,0,17
27400,10,1,4,0,0,12,0,0,0,0,0,0,4,0,0,0,0,59,2,0,0,17,0,0,7,0,0,5,4,0,1,5,0,0,0,1,3,3,3,1,0,0,2,0,0,0,1,0,2,30
29014,7,2,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,6,0,0,12,0,0,3,3,0,0,1,0,0,0,0,1,1,1,1,0,1,2,0,0,0,3,0,1,23
27267,3,1,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,41,1,0,0,7,0,0,7,0,0,5,3,0,1,2,0,0,0,1,4,3,2,1,1,1,1,0,0,0,6,0,0,20
12238,3,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,2,0,0,8,1,0,4,1,0,1,4,0,0,0,1,1,0,0,1,0,4,3,0,0,0,3,0,2,18
22405,14,1,1,0,0,22,0,0,0,0,1,1,1,0,0,0,1,61,0,0,0,4,0,0,14,0,0,5,3,0,1,5,0,0,0,2,2,1,0,2,0,2,3,0,0,0,7,0,2,27
18650,15,1,1,0,0,19,0,0,0,0,0,0,1,0,0,0,0,46,1,0,0,3,0,0,11,0,0,2,1,0,4,4,1,0,0,1,2,0,0,0,0,1,0,0,0,0,3,0,1,20
39939,12,0,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,11,0,0,19,0,0,0,6,1,0,6,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,1,4,39
16140,5,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,4,0,0,3,1,0,2,3,0,0,3,0,0,0,0,1,1,1,1,0,1,1,0,0,0,4,0,2,13
42353,11,2,1,0,0,15,0,0,0,0,0,0,1,0,0,0,1,41,0,0,1,3,0,0,9,0,0,2,2,1,2,1,0,0,0,1,0,3,1,1,0,2,2,0,0,0,1,0,0,19
6003,4,0,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,25,0,0,0,8,0,0,5,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,17
13151,1,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,33,0,0,0,9,1,0,7,0,0,3,3,0,1,2,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,0,2,24
34819,10,2,1,0,0,15,0,0,0,0,0,0,1,0,0,0,0,44,0,0,0,4,0,0,7,0,0,9,1,1,2,0,0,0,0,0,3,3,2,1,0,1,6,0,0,0,3,0,0,16
34632,6,2,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,2,0,0,10,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,3,0,0,17
44256,8,1,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,5,0,0,5,0,0,3,5,0,0,1,0,0,0,0,1,0,0,0,0,4,2,0,0,0,2,0,1,19
34517,8,2,1,0,0,12,0,0,0,0,0,0,1,0,1,0,1,47,1,0,0,6,0,0,15,0,0,1,4,0,1,3,0,0,0,0,0,1,0,0,0,3,1,0,0,0,2,0,1,29
19073,13,0,3,0,0,17,0,0,0,0,0,0,3,0,0,0,0,68,0,0,2,8,0,1,15,1,0,6,2,2,0,4,0,1,0,0,3,6,2,1,1,5,3,0,0,0,2,0,3,32
475,9,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0,10,0,0,4,4,0,1,1,0,1,0,0,1,2,1,1,0,3,3,0,0,0,2,0,1,20
42785,12,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,0,0,6,0,0,4,1,0,2,1,0,0,0,0,2,1,1,0,0,3,2,0,0,0,0,0,1,14
15385,13,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,48,1,0,0,6,0,0,11,0,0,6,2,0,0,3,0,0,0,1,4,0,0,1,0,2,2,0,0,0,3,0,1,22
22784,12,1,1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,48,0,0,0,5,0,1,9,0,0,7,0,0,3,3,0,0,0,1,1,1,1,0,0,2,6,0,0,0,4,0,1,19
30413,13,0,2,0,0,14,0,0,0,0,0,0,1,0,0,0,1,51,0,0,0,6,0,0,14,0,0,2,4,0,2,1,0,0,0,1,0,2,1,1,0,3,2,0,0,1,1,0,0,30
14781,10,3,2,0,0,16,0,0,0,0,0,0,2,0,0,0,0,43,2,0,1,5,0,0,6,0,0,3,5,0,0,5,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,3,17
21888,18,0,2,0,0,22,1,0,0,0,0,0,2,0,0,0,0,56,2,0,0,3,0,1,10,0,0,4,6,0,2,5,0,0,0,0,1,1,1,0,0,1,3,0,0,0,3,0,2,22
27822,8,0,3,1,0,14,0,0,0,0,1,1,3,1,0,0,0,62,3,0,0,7,0,0,9,1,0,2,5,0,4,7,0,2,0,1,1,4,0,1,1,4,1,0,0,0,5,0,2,32
20742,14,2,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,8,0,0,3,4,0,0,3,0,0,0,1,1,2,2,1,0,0,2,0,0,0,1,0,2,23
21517,10,1,2,0,0,12,0,0,0,0,0,1,2,0,0,0,0,39,0,0,0,2,0,1,11,1,0,3,3,0,0,3,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,0,1,18
31718,7,3,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,44,0,0,0,6,0,0,7,0,0,7,3,0,0,1,0,0,0,0,4,0,0,4,0,2,3,0,0,0,4,0,0,22
29215,13,2,1,1,0,16,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,1,0,1,6,0,0,5,2,0,1,3,0,0,0,1,2,0,0,0,0,3,3,0,0,0,0,0,1,13
21152,9,3,2,1,1,13,0,0,0,0,0,0,2,0,0,0,0,50,0,0,0,5,0,0,11,1,0,5,4,0,3,2,1,0,0,0,4,1,0,0,0,3,1,0,0,0,0,0,1,27
13347,5,0,1,1,0,8,0,0,0,0,0,0,1,0,0,0,0,18,1,0,1,2,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,5
25367,12,1,4,0,0,15,0,0,1,1,0,2,4,1,0,0,0,54,1,0,0,4,0,0,10,0,0,5,3,0,0,4,0,0,0,0,3,1,0,3,0,4,2,0,0,0,2,0,1,24
3274,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,2,0,0,4,1,0,0,2,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,8
36483,8,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,47,0,0,1,17,0,0,10,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,32
31480,11,2,1,0,0,14,0,0,0,0,0,4,1,1,0,0,0,42,1,0,0,6,0,0,6,0,0,4,1,0,0,6,0,0,0,1,2,2,1,1,0,1,2,0,0,0,1,0,0,15
18011,9,1,1,0,0,13,0,0,0,0,1,0,1,0,0,0,0,39,0,0,1,8,0,0,7,0,0,3,1,0,1,1,0,0,0,0,2,0,0,2,0,1,1,0,0,0,2,0,1,21
5464,8,2,1,1,0,14,0,0,0,0,0,0,1,0,0,0,0,41,1,0,0,5,0,0,12,0,0,4,2,0,0,1,0,0,0,0,2,0,0,1,0,1,2,0,0,0,3,0,0,21
35080,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,4,0,0,11,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,18
44191,4,2,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,8
38411,16,2,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,5,0,0,14,0,0,3,1,0,0,3,0,0,0,0,1,2,2,1,0,1,2,0,0,0,2,1,1,22
13988,11,0,1,0,0,16,0,0,0,0,1,0,1,0,0,0,0,46,1,0,0,5,0,0,10,1,0,4,2,0,2,2,0,0,0,0,1,0,0,1,0,1,3,0,0,0,5,0,1,23
17416,14,0,2,3,0,18,0,0,0,0,0,1,2,0,1,0,0,53,0,0,0,6,0,0,15,0,0,5,0,2,0,3,0,0,0,1,3,4,2,0,0,0,2,0,0,0,1,0,0,21
28956,3,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,6
38919,12,0,3,0,0,17,0,0,0,0,0,0,3,0,1,0,0,60,1,0,0,9,0,0,15,0,0,5,5,0,0,3,0,0,0,1,0,0,0,1,0,2,5,0,0,0,5,0,0,32
5420,15,1,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,65,2,0,0,8,0,0,10,1,0,6,5,0,2,5,0,2,0,1,3,3,0,1,0,3,2,1,0,0,5,0,2,30
16161,4,1,2,0,0,5,0,0,0,0,0,0,2,0,0,0,0,27,1,0,0,5,0,0,5,0,0,4,1,0,0,2,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,0,1,14
18035,6,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,9,0,0,5,0,0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,1,13
21900,11,1,2,1,0,15,0,0,0,0,0,1,2,0,0,0,1,47,0,0,0,7,0,0,8,0,0,3,2,0,1,3,1,0,0,1,0,3,2,0,0,3,3,0,0,0,2,0,0,21
6163,7,2,1,0,0,12,0,0,0,0,0,1,1,0,0,0,0,49,3,0,1,4,0,1,13,1,0,6,2,0,0,8,0,0,0,1,5,1,1,1,0,0,1,0,0,0,2,0,2,21
15434,6,2,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,31,1,0,0,5,0,0,5,0,0,1,3,0,1,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,18
22662,7,2,2,0,0,13,0,0,0,0,0,1,2,1,1,0,0,51,2,0,1,3,0,0,3,0,0,8,8,0,1,6,0,0,0,0,1,3,1,0,1,4,7,0,0,0,3,0,2,19
17706,9,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,34,2,0,0,4,0,0,6,0,0,3,2,0,2,4,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,2,16
43845,10,4,1,0,0,16,0,0,0,0,0,2,0,0,0,0,0,52,1,0,0,8,0,0,7,0,0,4,4,0,2,6,0,0,0,2,2,0,0,1,0,3,2,0,0,1,2,0,1,25
38290,11,0,2,0,0,17,0,0,0,0,0,0,2,0,0,0,0,53,0,0,0,10,0,0,11,0,0,4,6,0,0,0,0,0,0,0,1,1,1,1,0,1,3,0,0,0,6,0,0,29
24584,11,3,1,0,0,18,0,0,0,0,0,1,1,0,0,0,1,60,3,0,2,10,0,0,14,1,0,4,3,1,0,5,0,0,0,0,1,2,0,1,0,1,3,0,0,0,2,0,1,30
36740,13,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,6,0,0,11,0,0,2,2,0,1,6,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,4,20
13387,6,1,1,0,0,8,0,0,0,0,0,1,1,0,0,0,0,28,0,0,0,5,0,0,6,0,0,2,2,0,0,1,0,0,0,0,1,1,1,0,0,2,1,0,0,0,1,0,0,15
44273,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,2,0,0,7,0,0,2,4,0,1,3,0,0,0,0,1,0,0,1,0,2,1,0,0,0,4,0,3,17
44215,4,1,1,0,0,6,0,0,0,0,0,1,1,0,0,0,0,41,0,0,0,6,0,0,10,1,0,5,5,0,0,2,0,0,0,1,2,0,0,0,0,5,3,0,0,0,1,0,0,27
18299,6,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,7,0,0,4,0,0,1,2,0,1,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,2,15
19589,16,1,1,1,0,21,0,0,0,0,0,1,1,0,0,0,0,48,1,0,2,2,0,0,11,0,0,2,3,0,0,5,0,0,0,0,2,1,1,0,0,2,0,0,0,0,1,0,3,18
6390,10,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,2,0,0,11,1,0,3,3,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,19
13839,7,0,1,0,0,11,1,0,0,0,0,0,1,0,0,0,1,42,0,0,0,8,0,0,6,1,0,4,2,0,1,3,0,0,0,1,1,1,0,0,0,4,3,0,0,0,3,0,2,22
16963,14,0,1,0,0,16,0,0,0,0,0,0,1,0,0,0,0,47,0,0,0,5,0,0,8,0,0,8,4,0,0,1,0,0,0,1,5,1,1,1,0,2,3,0,0,0,2,0,0,20
38529,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,7,0,0,8,0,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,3,0,1,20
23198,14,4,3,1,0,21,0,0,0,0,0,2,3,1,0,0,0,69,1,0,0,8,0,0,10,1,0,9,4,0,1,4,0,0,0,0,3,2,1,1,0,5,6,0,0,0,2,0,1,30
37377,4,4,1,0,0,11,0,0,0,0,0,1,1,0,0,0,0,30,0,0,1,4,0,0,7,0,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,2,13
43786,7,1,0,0,0,9,0,0,1,1,0,0,0,1,0,0,0,31,0,0,1,6,0,0,5,0,0,2,2,0,0,0,0,1,0,0,0,2,0,1,0,3,2,0,0,0,0,0,0,17
30182,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,3,0,0,4,0,0,5,2,0,2,1,0,0,0,0,1,2,1,1,0,0,4,0,0,0,2,0,0,12
28878,5,1,2,0,0,8,0,0,0,0,0,0,2,0,1,0,0,45,2,0,0,8,0,0,6,0,0,7,5,0,1,6,0,0,0,0,2,1,1,0,0,1,5,0,0,0,2,0,3,21
20224,12,2,1,1,0,18,0,0,0,0,0,0,1,0,0,0,0,55,2,0,1,5,0,0,14,0,0,4,3,0,0,3,0,0,0,0,1,1,1,3,0,3,3,0,0,0,2,0,1,28
9643,3,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,3,0,0,7,1,0,4,2,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,1,1,13
19741,5,3,5,0,1,11,1,0,1,1,0,1,5,0,0,0,0,61,0,0,1,9,0,0,14,0,0,7,6,1,0,5,0,0,0,0,2,2,0,0,0,1,5,0,0,0,1,0,4,30
26762,13,5,3,0,0,19,0,0,0,0,0,0,3,1,0,0,0,59,2,0,0,11,0,0,11,0,0,2,1,0,1,5,0,0,0,0,1,2,1,0,0,4,1,0,0,0,1,1,2,28
9927,7,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,26,0,0,0,1,0,0,4,0,0,1,2,0,0,1,0,0,0,0,0,1,1,1,0,5,1,0,0,0,1,0,1,13
